"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-02-22","2021","02","22","","-0.4","","-7.4","","-3.9","","21.9","","0.0","","0.0","","3.2","","3.2","","40","","14","","41",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-02-23","2021","02","23","","2.4","","-0.7","","0.9","","17.1","","0.0","","0.2","","0.4","","0.6","","42","","23","","41",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-02-24","2021","02","24","","3.2","","-0.3","","1.5","","16.5","","0.0","","0.8","","9.8","","10.6","","37","","33","","50",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-02-25","2021","02","25","","-0.9","","-8.2","","-4.6","","22.6","","0.0","","0.0","","1.0","","1.0","","39","","32","","48",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-02-26","2021","02","26","","-2.8","","-14.5","","-8.7","","26.7","","0.0","","0.0","","0.0","","0.0","","39","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-02-27","2021","02","27","","3.1","","-8.8","","-2.9","","20.9","","0.0","","0.0","","10.2","","10.2","","39","","27","","55",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-02-28","2021","02","28","","4.8","","-5.1","","-0.2","","18.2","","0.0","","0.6","","0.0","T","0.6","","40","","15","","58",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-01","2021","03","01","","5.1","","-15.2","","-5.1","","23.1","","0.0","","5.2","","0.0","","5.2","","36","","31","","74",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-02","2021","03","02","","-7.6","","-17.9","","-12.8","","30.8","","0.0","","0.0","","1.0","","1.0","","35","","24","","63",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-03","2021","03","03","","0.3","","-8.0","","-3.9","","21.9","","0.0","","0.0","","1.2","","1.2","","34","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-04","2021","03","04","","-3.4","","-9.4","","-6.4","","24.4","","0.0","","0.0","","0.0","T","0.0","T","33","","28","","55",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-05","2021","03","05","","-7.6","","-12.4","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","33","","26","","52",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-06","2021","03","06","","-5.7","","-11.7","","-8.7","","26.7","","0.0","","0.0","","0.0","","0.0","","","","27","","46",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-07","2021","03","07","","-4.7","","-10.3","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","32","","23","","33",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-08","2021","03","08","","-2.5","","-14.7","","-8.6","","26.6","","0.0","","0.0","","0.0","T","0.0","T","31","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-09","2021","03","09","","4.9","","-4.9","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","31","","29","","41",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-10","2021","03","10","","8.5","","-5.6","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","23","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-11","2021","03","11","","11.8","","4.3","","8.1","","9.9","","0.0","","2.2","","0.0","","2.2","","20","","24","","65",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-12","2021","03","12","","6.3","","-4.8","","0.8","","17.2","","0.0","","0.0","","0.0","T","0.0","T","7","","25","","74",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-13","2021","03","13","","-1.6","","-7.9","","-4.8","","22.8","","0.0","","0.0","","0.0","T","0.0","T","4","","29","","50",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-14","2021","03","14","","-1.4","","-12.1","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","T","4","","29","","61",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-15","2021","03","15","","-6.4","","-15.6","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","","","32","","42",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-16","2021","03","16","","0.7","","-10.9","","-5.1","","23.1","","0.0","","0.0","","0.0","","0.0","","4","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-17","2021","03","17","","7.3","","-6.2","","0.6","","17.4","","0.0","","0.0","","0.0","","0.0","","4","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-18","2021","03","18","","6.6","","-7.0","","-0.2","","18.2","","0.0","","0.2","","0.0","","0.2","","2","","2","","51",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-19","2021","03","19","","-0.3","","-9.3","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","0","T","1","","39",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-20","2021","03","20","","9.3","","-2.6","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","0","T","23","","40",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-21","2021","03","21","","14.1","","-0.2","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","T","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-22","2021","03","22","","17.8","","-2.5","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","0","T","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-23","2021","03","23","","19.0","","1.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","T","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-24","2021","03","24","","15.6","","2.1","","8.9","","9.1","","0.0","","2.2","","0.0","","2.2","","0","T","","","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-25","2021","03","25","","21.0","","7.0","","14.0","","4.0","","0.0","","2.4","","0.0","","2.4","","","","24","","56",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-26","2021","03","26","","11.4","","2.3","","6.9","","11.1","","0.0","","22.8","","0.0","","22.8","","","","4","","55",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-27","2021","03","27","","4.9","","1.1","","3.0","","15.0","","0.0","","0.0","T","0.0","","0.0","T","","","24","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-28","2021","03","28","","10.2","","1.9","","6.1","","11.9","","0.0","","8.6","","0.0","","8.6","","","","14","","67",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-29","2021","03","29","","4.2","","-2.0","","1.1","","16.9","","0.0","","0.4","","0.0","T","0.4","","","","29","","73",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-30","2021","03","30","","16.0","","-1.1","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","","","16","","47",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-03-31","2021","03","31","","13.2","","3.3","","8.3","","9.7","","0.0","","3.8","","0.0","","3.8","","","","28","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-01","2021","04","01","","3.8","","-4.8","","-0.5","","18.5","","0.0","","0.4","","0.4","","2.4","","0","T","28","","46",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-02","2021","04","02","","4.3","","-6.2","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","0","T","29","","43",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-03","2021","04","03","","9.0","","-4.5","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","","","26","","40",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-04","2021","04","04","","13.4","","0.5","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","","","31","","39",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-05","2021","04","05","","14.1","","2.7","","8.4","","9.6","","0.0","","0.0","","0.0","","0.0","","","","33","","41",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-06","2021","04","06","","14.9","","2.1","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-07","2021","04","07","","15.8","","4.7","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","","","7","","38",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-08","2021","04","08","","21.1","","5.5","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","","","4","","33",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-09","2021","04","09","","24.6","","7.1","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","","","8","","33",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-10","2021","04","10","","23.0","","8.8","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","","","4","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-11","2021","04","11","","18.1","","6.7","","12.4","","5.6","","0.0","","0.0","","0.0","","0.0","","","","3","","59",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-12","2021","04","12","","18.4","","7.1","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","","","5","","56",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-13","2021","04","13","","18.6","","5.5","","12.1","","5.9","","0.0","","0.0","","0.0","","0.0","","","","2","","39",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-14","2021","04","14","","17.7","","7.0","","12.4","","5.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-15","2021","04","15","","9.4","","5.2","","7.3","","10.7","","0.0","","24.8","","0.0","","24.8","","","","13","","48",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-16","2021","04","16","","8.0","","4.0","","6.0","","12.0","","0.0","","9.8","","0.0","","9.8","","","","7","","55",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-17","2021","04","17","","9.8","","3.1","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","","","3","","33",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-18","2021","04","18","","13.5","","4.4","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-19","2021","04","19","","17.2","","7.8","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","","","17","","35",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-20","2021","04","20","","11.8","","3.5","","7.7","","10.3","","0.0","","1.2","","0.0","","1.2","","","","23","","64",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-21","2021","04","21","","3.7","","-1.9","","0.9","","17.1","","0.0","","0.0","","5.0","","6.4","","0","T","30","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-22","2021","04","22","","4.5","","-3.0","","0.8","","17.2","","0.0","","0.0","","0.0","T","0.2","","2","","30","","51",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-23","2021","04","23","","15.1","","1.2","","8.2","","9.8","","0.0","","0.0","","0.0","","0.0","","0","T","28","","65",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-24","2021","04","24","","20.5","","7.4","","14.0","","4.0","","0.0","","0.0","T","0.0","","0.0","T","","","22","","51",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-25","2021","04","25","","16.9","","1.4","","9.2","","8.8","","0.0","","2.4","","0.0","","2.4","","","","28","","50",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-26","2021","04","26","","9.8","","0.0","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","","","28","","51",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-27","2021","04","27","","15.9","","1.0","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","","","28","","35",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-28","2021","04","28","","17.7","","8.1","","12.9","","5.1","","0.0","","5.4","","0.0","","5.4","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-29","2021","04","29","","18.0","","9.3","","13.7","","4.3","","0.0","","1.2","","0.0","","1.2","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-04-30","2021","04","30","","12.4","","3.2","","7.8","","10.2","","0.0","","29.8","","0.0","","29.8","","","","24","","48",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-01","2021","05","01","","10.3","","1.7","","6.0","","12.0","","0.0","","0.6","","0.0","","0.6","","","","25","","59",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-02","2021","05","02","","16.3","","4.1","","10.2","","7.8","","0.0","","0.0","","0.0","","0.0","","","","26","","48",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-03","2021","05","03","","9.3","","4.6","","7.0","","11.0","","0.0","","0.2","","0.0","","0.2","","","","","","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-04","2021","05","04","","13.9","","9.1","","11.5","","6.5","","0.0","","0.6","","0.0","","0.6","","","","5","","38",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-05","2021","05","05","","12.3","","8.9","","10.6","","7.4","","0.0","","1.4","","0.0","","1.4","","","","28","","36",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-06","2021","05","06","","15.3","","4.1","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","","","30","","48",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-07","2021","05","07","","15.7","","3.6","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","","","8","","36",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-08","2021","05","08","","15.9","","7.3","","11.6","","6.4","","0.0","","0.0","T","0.0","","0.0","T","","","27","","31",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-09","2021","05","09","","16.7","","5.4","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","20","","44",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-10","2021","05","10","","17.5","","4.8","","11.2","","6.8","","0.0","","0.4","","0.0","","0.4","","","","24","","54",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-11","2021","05","11","","13.1","","6.3","","9.7","","8.3","","0.0","","1.4","","0.0","","1.4","","","","22","","53",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-12","2021","05","12","","17.2","","5.7","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","","","32","","38",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-13","2021","05","13","","21.2","","5.3","","13.3","","4.7","","0.0","","0.0","T","0.0","","0.0","T","","","27","","43",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-14","2021","05","14","","24.2","","10.5","","17.4","","0.6","","0.0","","0.0","T","0.0","","0.0","T","","","26","","50",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-15","2021","05","15","","24.7","","9.8","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","22","","43",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-16","2021","05","16","","23.9","","7.9","","15.9","","2.1","","0.0","","0.6","","0.0","","0.6","","","","2","","46",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-17","2021","05","17","","26.0","","9.4","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","","","22","","36",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-18","2021","05","18","","25.9","","13.7","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","","","26","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-19","2021","05","19","","27.5","","10.7","","19.1","","0.0","","1.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-20","2021","05","20","","30.8","","15.8","","23.3","","0.0","","5.3","","0.0","T","0.0","","0.0","T","","","28","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-21","2021","05","21","","31.5","","19.3","","25.4","","0.0","","7.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-22","2021","05","22","","28.6","","18.4","","23.5","","0.0","","5.5","","0.2","","0.0","","0.2","","","","32","","45",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-23","2021","05","23","","20.7","","10.9","","15.8","","2.2","","0.0","","0.0","T","0.0","","0.0","T","","","35","","55",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-24","2021","05","24","","20.9","","7.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","","","3","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-25","2021","05","25","","27.8","","11.5","","19.7","","0.0","","1.7","","3.2","","0.0","","3.2","","","","23","","53",""
"-73.74","45.47","MONTREAL INTL A","7025251","2021-05-26","2021","05","26","","30.4","","18.6","","24.5","","0.0","","6.5","","1.0","","0.0","","1.0","","","","22","","70",""
