iter	RMSE
148	40.71873356
149	40.66943501
150	40.57197351
151	40.5377951
152	40.47683483
153	40.46121134
154	40.43895492
155	40.39080565
156	40.35031083
157	40.30280375
158	40.16209429
159	40.05629429
160	40.03303873
161	40.0197675
162	40.00562299
163	39.92983664
164	39.83961007
165	39.7743177
166	39.74178761
167	39.73274924
168	39.70175327
169	39.66171316
170	39.63060358
171	39.55582099
172	39.44901896
173	39.41364651
174	39.39158793
175	39.35565243
176	39.1724765
177	39.12796751
178	39.12208066
179	39.0850335
180	39.06051931
181	39.04309968
182	38.95000924
183	38.89835516
184	38.81451364
185	38.74860346
186	38.64002872
187	38.55082296
188	38.51977394
189	38.4794357
190	38.46660518
191	38.38829505
192	38.3813805
193	38.35197445
194	38.30284177
195	38.28700124
196	38.24536912
197	38.22975465
198	38.19950646
199	38.17525752
200	38.12814372
201	38.12555507
202	38.08530449
203	38.06324735
204	38.03387319
205	37.99454495
206	37.97084904
207	37.89663635
208	37.87713777
209	37.81225047
210	37.79670737
211	37.69016061
212	37.66632701
213	37.58747469
214	37.53985208
215	37.47058322
216	37.41715222
217	37.38332646
218	37.37761459
219	37.34263728
220	37.28713936
221	37.28337083
222	37.23375396
223	37.19654901
224	37.17540063
225	37.14092331
226	37.08019409
227	37.03809613
228	37.01390788
229	36.99056584
230	36.95845763
231	36.94056326
232	36.85737232
233	36.84644947
234	36.82193491
235	36.79678725
236	36.73945233
237	36.69814411
238	36.69079441
239	36.67836406
240	36.61765198
241	36.56006187
242	36.50779025
243	36.49968599
244	36.48472228
245	36.45272393
246	36.44004802
247	36.41289761
248	36.40296373
249	36.36043171
250	36.34620049
251	36.32663772
252	36.31728572
253	36.27421263
254	36.26842854
255	36.25590659
256	36.2380839
257	36.19628129
258	36.19338448
259	36.12297353
260	36.08714175
261	36.04145514
262	36.00902001
263	35.988624
264	35.92051406
265	35.83457001
266	35.80564298
267	35.76167111
268	35.75147542
269	35.74495996
270	35.73788091
271	35.72857712
272	35.6831397
273	35.59717323
274	35.54859546
275	35.50582362
276	35.47616151
277	35.47436062
278	35.44681256
279	35.42462704
280	35.37087013
281	35.36193277
282	35.36013914
283	35.29204332
284	35.26823191
285	35.24999169
286	35.22357226
287	35.20923462
288	35.18521201
289	35.17992002
290	35.17528541
291	35.16628219
292	35.1150012
293	35.08175124
294	35.03618071
295	35.01695957
296	34.85826106
297	34.83110772
298	34.77493113
299	34.72681827
300	34.7071002
301	34.67061139
302	34.64751657
303	34.60976358
304	34.60727249
305	34.60576739
306	34.59286505
307	34.57937001
308	34.57379263
309	34.53096428
310	34.51609477
311	34.48881075
312	34.46877961
313	34.45835189
314	34.41146849
315	34.36038484
316	34.35208467
317	34.3378573
318	34.31539432
319	34.20376618
320	34.19309721
321	34.15568665
322	34.13324334
323	34.09008593
324	34.04348252
325	34.00868874
326	33.99603464
327	33.96577559
328	33.93556143
329	33.90066151
330	33.87013166
331	33.85545271
332	33.84878995
333	33.83325895
334	33.83182683
335	33.79102551
336	33.78055865
337	33.7568022
338	33.71752146
339	33.70776778
340	33.70488809
341	33.70282767
342	33.65901344
343	33.64369932
344	33.61355526
345	33.57902787
346	33.55910782
347	33.50997988
348	33.48852108
349	33.48592382
350	33.47120483
351	33.45778246
352	33.38272301
353	33.36867003
354	33.36331396
355	33.36020809
356	33.34723325
357	33.32620448
358	33.324606
359	33.3120256
360	33.26278486
361	33.2547424
362	33.23664873
363	33.19260007
364	33.19071165
365	33.17650607
366	33.17339219
367	33.1706485
368	33.16646197
369	33.14543041
370	33.12690847
371	33.10325983
372	33.08976543
373	33.08235425
374	33.06124059
375	33.06003532
376	33.0349198
377	33.0287369
378	32.9704262
379	32.96029067
380	32.90613216
381	32.90375022
382	32.88993423
383	32.86923616
384	32.85291913
385	32.80707431
386	32.79794834
387	32.78590776
388	32.76749754
389	32.7647894
390	32.73076381
391	32.72410094
392	32.69692894
393	32.66103756
394	32.66000999
395	32.6339001
396	32.62096207
397	32.61988586
398	32.59338914
399	32.57257557
400	32.55983697
401	32.54811564
402	32.51958685
403	32.48686416
404	32.48350424
405	32.44876837
406	32.44606525
407	32.42650879
408	32.38117885
409	32.37930984
410	32.37688549
411	32.3729805
412	32.34770683
413	32.3289381
414	32.31947905
415	32.28545195
416	32.28223431
417	32.25542982
418	32.24069598
419	32.22773952
420	32.11246309
421	32.0895945
422	32.08474287
423	32.08230116
424	32.07481313
425	32.0732247
426	32.05415783
427	32.05332612
428	32.03919849
429	32.03567662
430	32.02915474
431	32.00953111
432	31.97606207
433	31.97351143
434	31.96025168
435	31.95950838
436	31.94312598
437	31.93155472
438	31.91251485
439	31.91110027
440	31.89592437
441	31.88923455
442	31.88659177
443	31.88409061
444	31.87802382
445	31.84714357
446	31.84153866
447	31.82263865
448	31.8153102
449	31.80508901
450	31.8026571
451	31.80039558
452	31.79828933
453	31.79672155
454	31.75228323
455	31.75182015
456	31.73550425
457	31.71504644
458	31.69965628
459	31.67931863
460	31.67255889
461	31.66978326
462	31.66897359
463	31.66855103
464	31.64779546
465	31.63386565
466	31.62566574
467	31.61367315
468	31.61082189
469	31.60875974
470	31.59647542
471	31.59457341
472	31.59047912
473	31.58843174
474	31.58688938
475	31.56695546
476	31.56119372
477	31.54460723
478	31.45416789
479	31.42636861
480	31.39801392
481	31.39168774
482	31.38200127
483	31.38007102
484	31.37826916
485	31.37631612
486	31.33314344
487	31.31030605
488	31.25489913
489	31.22729481
490	31.20052813
491	31.16574221
492	31.16416106
493	31.15758498
494	31.15536169
495	31.14483681
496	31.1431749
497	31.134032
498	31.08939763
499	31.054656
500	31.04616986
501	31.0401426
502	31.02948548
503	31.00913174
504	31.00782503
505	30.981133
506	30.95597709
507	30.93112288
508	30.92320088
509	30.92271254
510	30.91738904
511	30.86573013
512	30.8590976
513	30.85578676
514	30.85112221
515	30.84346462
516	30.81591085
517	30.77881355
518	30.77754292
519	30.74835554
520	30.74117246
521	30.72032812
522	30.71819189
523	30.69983857
524	30.68467773
525	30.66746275
526	30.66101676
527	30.63754142
528	30.62884676
529	30.62578634
530	30.60034716
531	30.59666708
532	30.58371013
533	30.5779144
534	30.57596399
535	30.57355206
536	30.57165721
537	30.56588334
538	30.55303874
539	30.54802951
540	30.43543091
541	30.41140011
542	30.40962011
543	30.40809585
544	30.39614916
545	30.38191263
546	30.3754196
547	30.37444112
548	30.33449892
549	30.32797108
550	30.32759233
551	30.31900654
552	30.28336879
553	30.25052976
554	30.24861084
555	30.22121988
556	30.21895328
557	30.20751482
558	30.18731092
559	30.16583154
560	30.16378264
561	30.13670696
562	30.13584138
563	30.11350438
564	30.09537567
565	30.09319854
566	30.07207379
567	30.07122252
568	30.03140879
569	30.01547192
570	29.99099579
571	29.98861148
572	29.97766348
573	29.9764756
574	29.97539694
575	29.97030948
576	29.95106306
577	29.92950981
578	29.90656212
579	29.90536846
580	29.88905702
581	29.8801329
582	29.86077113
583	29.81826168
584	29.800521
585	29.7886446
586	29.78772312
587	29.78644208
588	29.77757415
589	29.77110774
590	29.75870965
591	29.75732318
592	29.74087276
593	29.73968586
594	29.72629786
595	29.72491669
596	29.72136969
597	29.63439273
598	29.6317842
599	29.62393274
600	29.61996432
601	29.61864254
602	29.61427136
603	29.61263858
604	29.61090642
605	29.57821118
606	29.57418185
607	29.56486849
608	29.54803692
609	29.54616679
610	29.53453298
611	29.53356782
612	29.5188693
613	29.51132348
614	29.51011711
615	29.5088526
616	29.50734229
617	29.50479873
618	29.50352072
619	29.50239682
620	29.48579251
621	29.47955815
622	29.46312231
623	29.45785232
624	29.45144333
625	29.45118178
626	29.44082252
627	29.43336769
628	29.42086215
629	29.40507651
630	29.39808382
631	29.38075578
632	29.37839448
633	29.37694234
634	29.36006699
635	29.3589902
636	29.34306106
637	29.3161171
638	29.31552385
639	29.29224279
640	29.2808427
641	29.26859045
642	29.26432044
643	29.25715359
644	29.25109033
645	29.2487365
646	29.24063264
647	29.21082565
648	29.18691348
649	29.17983497
650	29.16492218
651	29.15609339
652	29.1540198
653	29.14944308
654	29.13617206
655	29.11404213
656	29.08200825
657	29.08097512
658	29.07951216
659	29.04785197
660	29.02459006
661	29.02353373
662	29.0080188
663	29.00589144
664	29.00417081
665	28.96734356
666	28.95853608
667	28.95395982
668	28.95121489
669	28.95005517
670	28.94441153
671	28.94294827
672	28.93990279
673	28.93967453
674	28.90802042
675	28.90402556
676	28.89786828
677	28.8956914
678	28.88205708
679	28.88021738
680	28.87858295
681	28.87174976
682	28.84723896
683	28.84607634
684	28.83059479
685	28.81831687
686	28.77870102
687	28.76644393
688	28.76466988
689	28.74923201
690	28.74767642
691	28.74600634
692	28.74530518
693	28.74479845
694	28.74394936
695	28.72923098
696	28.72144623
697	28.70083161
698	28.70003751
699	28.69883708
700	28.69835873
701	28.69593213
702	28.69500576
703	28.69314951
704	28.69159114
705	28.69073122
706	28.68398633
707	28.68335486
708	28.68275022
709	28.66688237
710	28.66598847
711	28.66300719
712	28.65596605
713	28.65291237
714	28.64399628
715	28.64205443
716	28.62884975
717	28.61838061
718	28.60846026
719	28.60022205
720	28.59321225
721	28.5607008
722	28.54436048
723	28.5430768
724	28.54116911
725	28.53889452
726	28.53700584
727	28.53256693
728	28.52555171
729	28.51355647
730	28.49993277
731	28.49028419
732	28.48152121
733	28.47241351
734	28.43195781
735	28.42082457
736	28.4035527
737	28.39865884
738	28.39513109
739	28.38942935
740	28.3879048
741	28.38581416
742	28.36168619
743	28.33674413
744	28.33582922
745	28.33099407
746	28.33024457
747	28.31356587
748	28.31109404
749	28.31016164
750	28.30295874
751	28.30007816
752	28.28897355
753	28.2733856
754	28.27252687
755	28.26756631
756	28.2661113
757	28.23491183
758	28.23460538
759	28.23305941
760	28.22718714
761	28.22055375
762	28.20832659
763	28.20761459
764	28.20458748
765	28.14816618
766	28.14598056
767	28.14514484
768	28.14400996
769	28.14120395
770	28.12092255
771	28.10982808
772	28.09776073
773	28.08777585
774	28.08362746
775	28.07660657
776	28.07550189
777	28.06168859
778	28.06082587
779	28.05515252
780	28.03517608
781	28.01851942
782	27.99780824
783	27.99689176
784	27.99538865
785	27.9936271
786	27.97840321
787	27.97708618
788	27.96773912
789	27.96755302
790	27.95853692
791	27.94771014
792	27.94194925
793	27.93926885
794	27.92916132
795	27.91648137
796	27.9116278
797	27.90910273
798	27.90790347
799	27.89981836
800	27.88675236
801	27.86781212
802	27.85018347
803	27.84974615
804	27.83901418
805	27.83525269
806	27.8340036
807	27.83315346
808	27.8321888
809	27.82235303
810	27.79128911
811	27.78781073
812	27.78642546
813	27.78571473
814	27.7720722
815	27.77012463
816	27.71816091
817	27.70189108
818	27.70035073
819	27.69913211
820	27.67914143
821	27.67814603
822	27.6586922
823	27.65671568
824	27.65419774
825	27.61910292
826	27.60118247
827	27.58578713
828	27.58441628
829	27.58218294
830	27.58009596
831	27.5787493
832	27.57796021
833	27.57644273
834	27.57573308
835	27.56290366
836	27.56036839
837	27.55068974
838	27.54803642
839	27.54747246
840	27.54171765
841	27.52174469
842	27.51614389
843	27.50394856
844	27.46963064
845	27.4491866
846	27.44310376
847	27.4419699
848	27.4408273
849	27.4217008
850	27.40887152
851	27.39701229
852	27.39582657
853	27.38502316
854	27.38411496
855	27.38181042
856	27.37395694
857	27.37047251
858	27.36823481
859	27.36558314
860	27.35666347
861	27.35587199
862	27.35415575
863	27.35320197
864	27.35049955
865	27.34900087
866	27.34812279
867	27.34365093
868	27.32384984
869	27.30988164
870	27.30542002
871	27.30087007
872	27.28810873
873	27.28766273
874	27.28589322
875	27.27533021
876	27.2744971
877	27.24586619
878	27.24223943
879	27.23464331
880	27.23363443
881	27.21820302
882	27.2055196
883	27.19510335
884	27.18629271
885	27.18134994
886	27.17827581
887	27.173932
888	27.17321207
889	27.16918035
890	27.16824878
891	27.15718499
892	27.13639856
893	27.13105077
894	27.13017329
895	27.12880277
896	27.12689941
897	27.11449783
898	27.10479765
899	27.09855355
900	27.09718238
901	27.09617281
902	27.08158334
903	27.08101768
904	27.07252694
905	27.07061061
906	27.06759604
907	27.06534386
908	27.06475381
909	27.06397563
910	27.05840766
911	27.05694339
912	27.04240162
913	27.04225917
914	27.04118987
915	27.03143818
916	27.03034659
917	27.02215749
918	27.02106708
919	27.01281047
920	27.01029349
921	27.0089898
922	27.0030604
923	27.0021444
924	27.00139595
925	27.00043723
926	26.99361444
927	26.98790661
928	26.97123225
929	26.97031134
930	26.96966229
931	26.96745826
932	26.96627199
933	26.96197894
934	26.96118468
935	26.94805408
936	26.94728386
937	26.93856456
938	26.93661211
939	26.93510763
940	26.91933663
941	26.91882493
942	26.91761429
943	26.91466832
944	26.91360696
945	26.90048087
946	26.89944442
947	26.89802093
948	26.89552276
949	26.88768069
950	26.88724569
951	26.88049343
952	26.87969756
953	26.87888721
954	26.87756519
955	26.87700162
956	26.87636127
957	26.87415621
958	26.86370864
959	26.86091785
960	26.85745789
961	26.8427853
962	26.84173441
963	26.83872602
964	26.82623381
965	26.81586984
966	26.81483706
967	26.81146174
968	26.80153758
969	26.80075816
970	26.78019561
971	26.77863813
972	26.77625136
973	26.77596697
974	26.77203306
975	26.77064295
976	26.76864091
977	26.76797632
978	26.76518884
979	26.76444375
980	26.7635015
981	26.76184807
982	26.75379211
983	26.75307577
984	26.74973554
985	26.74916846
986	26.73856492
987	26.73046781
988	26.71761703
989	26.70169794
990	26.7007502
991	26.69521459
992	26.69418021
993	26.69348083
994	26.68422732
995	26.68119358
996	26.65345981
997	26.62900054
998	26.62789807
999	26.61985877
